DYSTRYBUTOR,DATA,MODEL,ODPOWIEDNIK,CENA KATALOGOWA NETTO,CENA SKLEPU INTERNETOWEGO NETTO,RABAT,CENA KATALOGOWA PO RABACIE,WYSOKOŚĆ,SZEROKOŚĆ,GŁĘBOKOŚĆ,CECHY CHARAKTERYSTYCZNE,ŹRÓDŁO,CZAS REALIZACJI [dni],GWARANCJA [miesiące],msg
Bakpol,06/06/2022,SS400/24 szafa skrytkowa,SUS 424,,1836,,,1950,810,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa ośmiodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 424mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/538-ss400-24-szafa-skrytkowa.html,,2 lata,Cena zmieniła się o -5%
Bakpol,06/06/2022,SS400/16 szafa skrytkowa,SUS 416,,1296,,,1950,420,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa sześciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 274mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/539-ss400-16-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/25 szafa skrytkowa,SUS 425,,1956,,,1950,810,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dziesięciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 334mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/540-ss400-25-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/26 szafa skrytkowa,SUS 426,,2064,,,1950,810,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwunastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 274mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/541-ss400-26-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/34 szafa skrytkowa,SUS 434,,2544,,,1950,1200,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwunastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 424mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/542-ss400-34-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/35 szafa skrytkowa,SUS 435,,2700,,,1950,1200,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa piętnastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 334mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/543-ss400-35-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/36 szafa skrytkowa,SUS 436,,2844,,,1950,1200,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa osiemnastodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary skrytki: wysokość 274mm, szerokość 364mm, głębokość 460mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-szkolne-skrytkowe/544-ss400-36-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/12 szafa skrytkowa,MSUS 412S,,960,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dwudrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1950mm, szerokość 420mm, głębokość 480mm Wymiary skrytki: wysokość 873mm, szerokość 364mm, głębokość 460mm Kolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-400-mm/1604-ss400-12-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/13 szafa skrytkowa,SUS 413,,1044,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa trzydrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1950mm, szerokość 420mm, głębokość 480mm Wymiary skrytki: wysokość 574mm, szerokość 364mm, głębokość 460mm Kolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-400-mm/1605-ss400-13-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/14 szafa skrytkowa,SUS 414,,1128,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa czterodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1950mm, szerokość 420mm, głębokość 480mm Wymiary skrytki: wysokość 424mm, szerokość 364mm, głębokość 460mm Kolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-400-mm/1606-ss400-14-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/22 szafa skrytkowa,SUS 422,,1584,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa czterodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1950mm, szerokość 810mm, głębokość 480mm Wymiary skrytki: wysokość 873mm, szerokość 364mm, głębokość 460mm Kolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-400-mm/1609-ss400-22-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/23 szafa skrytkowa,SUS 423,,1716,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa sześciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1950mm, szerokość 810mm, głębokość 480mm Wymiary skrytki: wysokość 574mm, szerokość 364mm, głębokość 460mm Kolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-400-mm/1610-ss400-23-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/32 szafa skrytkowa,SUS 432,,2244,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa sześciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1950mm, szerokość 1200mm, głębokość 480mm Wymiary skrytki: wysokość 873mm, szerokość 364mm, głębokość 460mm Kolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-400-mm/1614-ss400-32-szafa-skrytkowa.html,,2 lata,
Bakpol,06/06/2022,SS400/33 szafa skrytkowa,SUS 433,,2400,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa szkolna, skrytkowa, śniadaniowa, fitness, bagażowa, depozytowa, szafka wiszącaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, szafa dziewięciodrzwiowa, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1950mm, szerokość 1200mm, głębokość 480mm Wymiary skrytki: wysokość 574mm, szerokość 364mm, głębokość 460mm Kolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące,  ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szerokosc-skrytki-400-mm/1615-ss400-33-szafa-skrytkowa.html,,2 lata,
